"register_id","name","institution_id","institution_name","created","modified","addresses_roadtype_id","addresses_roadtype_name","addresses_road_id","addresses_road_name","addresses_start_street_number","addresses_end_street_number","addresses_neighborhood_id","addresses_neighborhood_name","addresses_district_id","addresses_district_name","addresses_zip_code","addresses_town","addresses_main_address","addresses_type","values_id","values_attribute_id","values_category","values_attribute_name","values_value","values_outstanding","values_description","secondary_filters_id","secondary_filters_name","secondary_filters_fullpath","secondary_filters_tree","secondary_filters_asia_id","geo_epgs_25831_x","geo_epgs_25831_y","geo_epgs_4326_x","geo_epgs_4326_y","estimated_dates","start_date","end_date"
"﻿75990293996","The Urban School",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:40:28.409030+02:00",,,186703,"C Llull",187,,68,"el Poblenou",10,"Sant Martí",8005,"BARCELONA","True",,149971,20001,"Telèfons","Tel.",934855188,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"433321.9617739789","4583610.805543673","41.40127399164018","2.202317975119912",,,
"﻿99400046359","General Formació *Escultors Claperós",,,"2003-06-19T13:12:53+02:00","2022-09-17T06:02:45.205864+02:00",,,113506,"C Escultors Claperós",36,,65,"el Clot",10,"Sant Martí",8018,"BARCELONA","True",,207301,20001,"Telèfons","Tel.",932469440,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"432227.2492815585","4584249.858093677","41.40693821567027","2.189151416844117",,,
"﻿99400046359","General Formació *Escultors Claperós",,,"2003-06-19T13:12:53+02:00","2022-09-17T06:02:45.205864+02:00",,,113506,"C Escultors Claperós",36,,65,"el Clot",10,"Sant Martí",8018,"BARCELONA","True",,207301,20001,"Telèfons","Tel.",932469440,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"432227.2492815585","4584249.858093677","41.40693821567027","2.189151416844117",,,
"﻿75990426034","CENEC Barcelona 97 S.L.",,,"1997-03-22T00:00:00+01:00","2023-10-03T10:38:43.856200+02:00",,,58554,"Can Bruixa",16,,19,"les Corts",4,"Les Corts",8028,"BARCELONA","True",,153221,20001,"Telèfons","Tel.",934097680,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"427386.6408488128","4581721.640752392","41.383744938832216","2.1315466129751828",,,
"﻿75990479412","Acadèmia Accés",,,"1997-11-01T00:00:00+01:00","2023-10-03T10:38:12.279321+02:00",,,180401,"de Lope de Vega",100,104,68,"el Poblenou",10,"Sant Martí",8005,"Barcelona","True",,154367,20001,"Telèfons","Tel.",932660248,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"433436.8745857517","4583973.478029159","41.40455000829072","2.203652690848334",,,
"﻿75990479412","Acadèmia Accés",,,"1997-11-01T00:00:00+01:00","2023-10-03T10:38:12.279321+02:00",,,180401,"de Lope de Vega",100,104,68,"el Poblenou",10,"Sant Martí",8005,"Barcelona","True",,154367,20001,"Telèfons","Tel.",932660248,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"433436.8745857517","4583973.478029159","41.40455000829072","2.203652690848334",,,
"﻿75990333996","Escola Pia Sant Antoni",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:02:59.162163+02:00",,,308709,"Rda Sant Pau",72,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,150585,20001,"Telèfons","Tel.",934410605,"True",,56731069,"Ensenyament infantil (3-6 anys)","Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys)",651,65103003000001,"430123.9253763675","4581057.224814002","41.378003162355824","2.164357651526934",,,
"﻿75990333996","Escola Pia Sant Antoni",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:02:59.162163+02:00",,,308709,"Rda Sant Pau",72,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,150585,20001,"Telèfons","Tel.",934410605,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"430123.9253763675","4581057.224814002","41.378003162355824","2.164357651526934",,,
"﻿75990333996","Escola Pia Sant Antoni",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:02:59.162163+02:00",,,308709,"Rda Sant Pau",72,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,150585,20001,"Telèfons","Tel.",934410605,"True",,56732068,"Educació primària","Planol BCN >> Educació >> Ensenyament reglat >> Educació primària",651,65103003001000,"430123.9253763675","4581057.224814002","41.378003162355824","2.164357651526934",,,
"﻿75990333996","Escola Pia Sant Antoni",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:02:59.162163+02:00",,,308709,"Rda Sant Pau",72,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,150585,20001,"Telèfons","Tel.",934410605,"True",,56732069,"Educació secundària","Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària",651,65103003001001,"430123.9253763675","4581057.224814002","41.378003162355824","2.164357651526934",,,
"﻿75990333996","Escola Pia Sant Antoni",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:02:59.162163+02:00",,,308709,"Rda Sant Pau",72,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,150585,20001,"Telèfons","Tel.",934410605,"True",,56732073,"Formació professional","Planol BCN >> Educació >> Ensenyament reglat >> Formació professional",651,65103003001005,"430123.9253763675","4581057.224814002","41.378003162355824","2.164357651526934",,,
"﻿99400319127","Centre Educatiu Forma't",,,"2013-05-30T10:50:35+02:00","2023-09-29T12:13:30.429986+02:00",,,362602,"C Vilardell",38,,15,"Hostafrancs",3,"Sants-Montjuïc",8014,"BARCELONA","True",,225655,20001,"Telèfons","Tel.",934326112,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"428400.7272107012","4580686.70907023","41.374514576085716","2.143796010890021",,,
"﻿99400319127","Centre Educatiu Forma't",,,"2013-05-30T10:50:35+02:00","2023-09-29T12:13:30.429986+02:00",,,362602,"C Vilardell",38,,15,"Hostafrancs",3,"Sants-Montjuïc",8014,"BARCELONA","True",,225655,20001,"Telèfons","Tel.",934326112,"True",,56732073,"Formació professional","Planol BCN >> Educació >> Ensenyament reglat >> Formació professional",651,65103003001005,"428400.7272107012","4580686.70907023","41.374514576085716","2.143796010890021",,,
"﻿99400250164","Bcn Languages Sants *Sants",,,"2010-07-01T00:00:00+02:00","2022-09-17T07:24:55.034558+02:00",,,343903,"Trav Corts",173,,20,"la Maternitat i Sant Ramon",4,"Les Corts",8028,"BARCELONA","True",,223478,20001,"Telèfons","Tel.",932777413,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"427050.72615078033","4581553.751318546","41.38220243823205","2.1275497424368193",,,
"﻿75990681069","Click & Do S.L.",,,"2000-11-25T00:00:00+01:00","2023-10-03T10:02:36.440769+02:00",,,250904,"Pelai",8,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,156206,20001,"Telèfons","Tel.",934120980,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"430210.9323509744","4581921.9513924215","41.38579903052059","2.165298464715733",,,
"﻿75990231792","Liberty School",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:16:38.107093+02:00",,,90502,"Còrsega",574,,6,"la Sagrada Família",2,"Eixample",8025,"BARCELONA","True",,146824,20001,"Telèfons","Tel.",934566915,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"431018.88399409794","4584374.890630158","41.40796155669145","2.1746814352995236",,,
"﻿75990231795","Callan School Barcelona *Via Augusta",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:40:13.181848+02:00",,,28000,"Via Augusta",6,,31,"la Vila de Gràcia",6,"Gràcia",8006,"BARCELONA","True",,146825,20001,"Telèfons","Tel.",934155452,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"429393.1030499821","4583118.364549592","41.39650333340945","2.155378485344817",,,
"﻿92086007152","Centre de Formació de Persones Adultes Pere Calders",,,"1989-04-21T00:00:00+02:00","2022-09-17T04:01:53.969392+02:00",,,54509,"C Calàbria",66,,10,"Sant Antoni",2,"Eixample",8015,"BARCELONA","True",,161730,20001,"Telèfons","Tel.",934246917,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"429504.4143887757","4581111.651154122","41.378439326714265","2.156943405040372",,,
"﻿75990339274","Cad Quatre SL",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:16:09.887393+02:00",,,100800,"Diputació",251,,7,"la Dreta de l'Eixample",2,"Eixample",8007,"BARCELONA","True",,,,,,,,,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"430198.0164008351","4582286.817829406","41.389084142531004","2.165101960141719",,,
"﻿75990169608","Escola CEPI-BASE",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:17:50.506684+02:00",,,32700,"C Balmes",114,,7,"la Dreta de l'Eixample",2,"Eixample",8008,"BARCELONA","True",,145770,20001,"Telèfons","Tel.",934547305,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"429627.8228552997","4582706.295618465","41.392812549500604","2.158233870016692",,,
"﻿99400319847","Escola d'Arab Cadmus",,,"2013-06-11T14:01:04+02:00","2022-09-17T07:55:06.004772+02:00",,,169409,"G.V. Corts Catalanes",617,,7,"la Dreta de l'Eixample",2,"Eixample",8007,"BARCELONA","True",,225734,20001,"Telèfons","Tel.",933191868,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430535.7150888125","4582430.374498241","41.39040634581685","2.169124285839447",,,
"﻿75990334097","New Horizons Barcelona",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:41:32.812023+02:00",,,181200,"C Lucà",1,,27,"el Putxet i el Farró",5,"Sarrià-Sant Gervasi",8022,"BARCELONA","True",,150521,20001,"Telèfons","Tel.",936025500,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"428074.7055178486","4584725.390599309","41.41086031462471","2.1394181429467407",,,
"﻿99400513274","Monumental English School",,,"2017-06-14T09:28:10+02:00","2022-09-17T09:01:06.179791+02:00",,,197302,"C Marina",142,,5,"el Fort Pienc",2,"Eixample",8013,"BARCELONA","True",,229848,20001,"Telèfons","Tel.",662013386,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"431750.07412348455","4583231.0769340135","41.39772199626601","2.183557802706244",,,
"﻿75990366328","Escuela de Idioma Chino Vidal",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:39:47.274325+02:00",,,361009,"C Vila i Vilà",101,,11,"el Poble-sec",3,"Sants-Montjuïc",8004,"BARCELONA","True",,151955,20001,"Telèfons","Tel.",934414455,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430350.3272528389","4580681.014533166","41.37463437968178","2.1671081277055237",,,
"﻿92086013662","Centre de Formació de Persones Adultes Francesc Layret",,,"1985-06-21T00:00:00+02:00","2021-04-08T11:50:52.932712+02:00",,,31707,"C Sant Pere Més Baix",55,,4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella",8003,"BARCELONA","True",,164724,20001,"Telèfons","Tel.",933170044,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"431320.7785094772","4582180.221099458","41.38822070726499","2.178542012071502",,,
"﻿99400271213","Centre de Formació d'Adults Campus 25",,,"2011-05-24T12:16:06+02:00","2022-09-17T07:39:54.740177+02:00",,,98005,"C Daoíz i Velarde",2,,18,"Sants",3,"Sants-Montjuïc",8028,"BARCELONA","True",,224306,20001,"Telèfons","Tel.",934902226,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"427592.3670695791","4580696.169805674","41.374527460735564","2.1341293388224445",,,
"﻿92086003810","Institut Alemany de Barcelona - Institut Goethe",,,"1988-11-09T00:00:00+01:00","2022-09-17T03:54:57.127352+02:00",,,286504,"C Roger de Flor",224,,7,"la Dreta de l'Eixample",2,"Eixample",8025,"BARCELONA","True",,159968,20001,"Telèfons","Tel.",932926006,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430638.5628511435","4583585.2752529895","41.40081703364456","2.170222057906804",,,
"﻿92086021147","ESC. IDIOMES",92086021146,"Club Escandinau Barcelona. Centre Cultural Nòrdic","1989-09-22T00:00:00+02:00","2022-09-17T04:31:53.092803+02:00",,,87009,"Comte Borrell",79,,10,"Sant Antoni",2,"Eixample",8015,"BARCELONA","True",,166026,20001,"Telèfons","Tel.",933258905,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"429851.3120167712","4581106.877272885","41.37842664664181","2.161092078077867",,,
"﻿75990166347","Maude studio",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:41:25.581343+02:00",,,76807,"Sardenya",559,,30,"la Salut",6,"Gràcia",8024,"BARCELONA","True",,145256,20001,"Telèfons","Tel.",932137852,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"429909.0856573999","4584936.32692782","41.41292220039036","2.161339670271267",,,
"﻿92316201010","Centre de Formació de Persones Adultes Canyelles",,,"1992-11-11T00:00:00+01:00","2022-09-17T04:59:04.789864+02:00",,,700817,"C Juan Ramón Jiménez",14,,49,"Canyelles",8,"Nou Barris",8042,"BARCELONA","True",,172969,20001,"Telèfons","Tel.",934285904,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"430054.2935484532","4588299.794182768","41.44322826818239","2.16268780698557",,,
"﻿75990274548","Metropol Centro de Idiomas",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:17:21.700359+02:00",,,247659,"Pau Claris",87,,7,"la Dreta de l'Eixample",2,"Eixample",8010,"BARCELONA","True",,148300,20001,"Telèfons","Tel.",933018241,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430652.2289647184","4582389.827917773","41.390051209871494","2.170522432694373",,,
"﻿75990667865","General Formació *Llança",,,"2000-08-05T00:00:00+02:00","2023-10-03T10:14:59.418700+02:00",,,184402,"C Llança",54,,9,"la Nova Esquerra de l'Eixample",2,"Eixample",8015,"BARCELONA","True",,156359,20001,"Telèfons","Tel.",932267517,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"428539.9357120934","4581368.688442804","41.380669293659075","2.145380120725448",,,
"﻿92094133727","Executive Language Center - Escola d'Idiomes",92086010664,"Escola Superior d'Administració i Direcció d'Empreses - URL","1992-04-03T00:00:00+02:00","2022-09-17T04:48:59.167661+02:00",,,115400,"Av Esplugues",92,,21,"Pedralbes",4,"Les Corts",8034,"BARCELONA","True",,171163,20001,"Telèfons","Tel.",900180358,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"425728.2777751711","4582606.01376274","41.391558696115034","2.111606481094153",,,
"﻿75990130670","Acadèmia Netmind *Passeig Valldaura",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:42:01.056058+02:00",,,351901,"Pg Valldaura",184,,48,"la Guineueta",8,"Nou Barris",8042,"BARCELONA","True",,143504,20001,"Telèfons","Tel.",933599722,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"430629.8190748473","4587765.041509829","41.438461900561926","2.1696380607877894",,,
"﻿75990282514","Centre Tècnic Superior",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:17:18.281329+02:00",,,74506,"Rbla Catalunya",111,,7,"la Dreta de l'Eixample",2,"Eixample",8008,"BARCELONA","True",,148989,20001,"Telèfons","Tel.",934870104,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"429724.8598876077","4582824.226488116","41.39388319649302","2.159380786850831",,,
"﻿75990164043","Euroidiomes *Bailèn",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:17:53.190052+02:00",,,31300,"Bailèn",150,,7,"la Dreta de l'Eixample",2,"Eixample",8037,"BARCELONA","True",,145048,20001,"Telèfons","Tel.",934575056,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430380.21238608775","4583465.354369578","41.39971461860531","2.16714548824698",,,
"﻿92086028200","Centre de Formació de Persones Adultes El Carmel",,,"1988-10-06T00:00:00+01:00","2023-09-08T10:30:34.187888+02:00",,,120400,"C Farnés",54,,37,"el Carmel",7,"Horta-Guinardó",8032,"BARCELONA","True",,168171,20001,"Telèfons","Tel.",934200268,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"429275.952484416","4586468.875858044","41.42666978297473","2.153585608166182",,,
"﻿95032110207","Instituto de Lengua Rusa A. Pushkin",,,"1995-02-01T00:00:00+01:00","2022-09-17T05:12:21.887477+02:00",,,169409,"G.V. Corts Catalanes",628,,7,"la Dreta de l'Eixample",2,"Eixample",8007,"BARCELONA","True",,182510,20001,"Telèfons","Tel.",933183813,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430405.3703970353","4582230.480421861","41.38859469715164","2.167588331957428",,,
"﻿93246121644","Escola Oficial d'Idiomes Barcelona - Vall d'Hebron",,,"1993-09-03T00:00:00+02:00","2021-07-19T22:06:00.916808+02:00",,,168803,"Av Jordà",18,,39,"Sant Genís dels Agudells",7,"Horta-Guinardó",8035,"BARCELONA","True",,174913,20001,"Telèfons","Tel.",934187485,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"428022.9906415918","4586495.928330192","41.426802142791985","2.1385887479808234",,,
"﻿99400666200","Acadèmia d'Anglès Play and Learn *Bilbao",,,"2021-03-20T19:31:56.102268+01:00","2022-09-17T11:26:15.309602+02:00",,,42306,"Carrer de Bilbao",216,216,65,"el Clot",10,"Sant Martí",8018,"Barcelona","True",,402441,20001,"Telèfons","Tel.",935330702,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"427374.1734770855","4584005.569468655","41.40431420737963","2.1311236223227494",,,
"﻿93005164740","Centre de Formació de Persones Adultes Barri Gòtic",,,"1993-01-05T00:00:00+01:00","2022-09-17T04:59:47.697775+02:00",,,153806,"Ptge Gutenberg",6,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,173026,20001,"Telèfons","Tel.",934125741,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"430976.5261118729","4580931.5152162565","41.37694451924137","2.174567129562115",,,
"﻿99400250162","Bcn Languages Gràcia *Pl Gal·la Placídia",,,"2010-07-01T00:00:00+02:00","2022-09-17T07:24:53.592643+02:00",,,138405,"Pl Gal.la Placídia",22,,31,"la Vila de Gràcia",6,"Gràcia",8006,"BARCELONA","True",,223658,20001,"Telèfons","Tel.",932384516,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"429188.08296851994","4583468.684089578","41.39964050361419","2.152885257783544",,,
"﻿75990342978","M.F.WINFOR, SL",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:39:35.503258+02:00",,,209900,"Av Meridiana",350,,61,"la Sagrera",9,"Sant Andreu",8027,"BARCELONA","True",,151211,20001,"Telèfons","Tel.",932741419,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"431943.6885614714","4586597.656150222","41.428060106043574","2.185495004203063",,,
"﻿75990416742","Cifra",,,"1996-12-15T00:00:00+01:00","2023-10-03T10:39:24.741222+02:00",,,48404,"Rbla Brasil",38,,18,"Sants",3,"Sants-Montjuïc",8028,"BARCELONA","True",,153561,20001,"Telèfons","Tel.",934914122,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"427249.7963205005","4581067.918103289","41.37784475696284","2.1299886166155235",,,
"﻿75990579502","Aston School",,,"1999-05-22T00:00:00+02:00","2023-10-03T10:38:29.799957+02:00",,,193108,"Pg Manuel Girona",63,,23,"Sarrià",5,"Sarrià-Sant Gervasi",8034,"BARCELONA","True",,156073,20001,"Telèfons","Tel.",933967101,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"427099.7704326657","4582667.491461441","41.39223788022145","2.128002208695008",,,
"﻿99400260532","Escola Centro Culturale Ama l'Italiano",,,"2010-12-01T11:43:00+01:00","2022-09-17T07:27:42.633256+02:00",,,28305,"C Ausiàs Marc",77,,5,"el Fort Pienc",2,"Eixample",8013,"BARCELONA","True",,223503,20001,"Telèfons","Tel.","931 863 906","True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"431397.98562101024","4582857.081511169","41.39432357384832","2.1793887153067306",,,
"﻿99400279253","The Language Family",,,"2011-10-03T13:48:14+02:00","2023-02-03T11:24:47.551781+01:00",,,297001,"C Sant Antoni Maria Claret",401,,61,"la Sagrera",9,"Sant Andreu",8027,"BARCELONA","True",,224529,20001,"Telèfons","Tel.",933527377,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"432218.1410238064","4585969.379328191","41.42242463200378","2.1888497944027674",,,
"﻿99400312644","Wellcome Language School",,,"2013-03-11T12:11:32+01:00","2022-09-17T07:53:05.015015+02:00",,,166400,"C Japó",26,,52,"la Prosperitat",8,"Nou Barris",8016,"BARCELONA","True",,225309,20001,"Telèfons","Tel.",933536457,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"431329.64722680324","4588045.475920948","41.44104782134761","2.177982307919623",,,
"﻿92086029334","Centre de Formació de Persones Adultes Prosperitat",,,"1989-01-27T00:00:00+01:00","2022-09-17T04:39:32.652803+02:00",,,168304,"C Joaquim Valls",82,,52,"la Prosperitat",8,"Nou Barris",8016,"BARCELONA","True",,167681,20001,"Telèfons","Tel.",933545216,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"431461.3998788083","4588387.620615266","41.4441406460086","2.179520478790486",,,
"﻿75990147053","Liceu Informàtica Centre de Formació i Assessorament Informàtic",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:41:51.026763+02:00",,,153205,"Rbla Guipúscoa",109,,73,"la Verneda i la Pau",10,"Sant Martí",8020,"BARCELONA","True",,145986,20001,"Telèfons","Tel.",932781532,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"433308.21648469416","4585744.946732325","41.4204944613138","2.201918328421536",,,
"﻿94335141616","Centre de Formació de Persones Adultes Manuel Sacristán",,,"1994-12-01T00:00:00+01:00","2022-09-17T05:11:35.580268+02:00",,,177101,"Via Laietana",16,,4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella",8003,"BARCELONA","True",,180189,20001,"Telèfons","Tel.",934812767,"True",,56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"431400.76383845625","4581658.102210816","41.38352496014894","2.179557724866499",,,
"﻿92086033381","Centre de Formació de Persones Adultes Montserrat Roig",,,"1990-07-27T00:00:00+02:00","2022-09-17T04:44:06.329562+02:00",,,346800,"Rbla Poblenou",130,,68,"el Poblenou",10,"Sant Martí",8018,"BARCELONA","True",,167950,20001,"Telèfons","Tel.","932 564 935","True","(Rbla Prim)",56733068,"Adults","Planol BCN >> Educació >> Ensenyament no reglat >> Adults",651,65103003002000,"432908.56872244074","4583952.345130873","41.40431575391908","2.197335085345547",,,
"﻿75990126008","Escola Kingsbrook Lenguages & Service",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:42:05.885548+02:00",,,344101,"Trav Gràcia",60,,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,"BARCELONA","True",,144283,20001,"Telèfons","Tel.",932093763,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"428956.5812943206","4583106.490573992","41.396357942550836","2.1501586198739004",,,
"﻿75990289862","Escola Centre Informàtica Professional",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:17:14.303083+02:00",,,349706,"C Comte d'Urgell",100,,8,"l'Antiga Esquerra de l'Eixample",2,"Eixample",8011,"BARCELONA","True",,149828,20001,"Telèfons","Tel.",934265087,"True",,56733070,"Informàtica","Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica",651,65103003002002,"429515.1361653993","4581680.233606966","41.383561297242686","2.1570054802056897",,,
"﻿99400387743","Escola d'Idiomes Nativos Language Consultants",,,"2015-06-03T08:43:05+02:00","2022-09-17T08:20:07.847061+02:00",,,207803,"C Méndez Núñez",4,,4,"Sant Pere, Santa Caterina i la Ribera",1,"Ciutat Vella",8003,"BARCELONA","True",,227038,20001,"Telèfons","Tel.",931672580,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"431308.9505950071","4582324.42868994","41.38951853191377","2.1783842019894393",,,
"﻿75990170435","Esc. Centro Superior de Idiomas",,,"1996-09-18T00:00:00+02:00","2023-10-03T10:41:20.327026+02:00",,,348408,"Tuset",26,,26,"Sant Gervasi - Galvany",5,"Sarrià-Sant Gervasi",8006,"BARCELONA","True",,145507,20001,"Telèfons","Tel.",932176766,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"429098.3629208601","4583086.155802115","41.396187308090944","2.1518568541280936",,,
"﻿99400303535","Instituto de Lenguas y Culturas del Mundo",,,"2012-10-22T12:29:57+02:00","2022-09-17T07:51:06.125715+02:00",,,349309,"Rda Universitat",14,,7,"la Dreta de l'Eixample",2,"Eixample",8007,"BARCELONA","True",,224964,20001,"Telèfons","Tel.",933178501,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430357.84390281653","4582018.761478007","41.386683699612504","2.1670442711091282",,,
"﻿92086000446","Escola Oficial d'Idiomes Barcelona - Drassanes",,,"1989-10-09T00:00:00+01:00","2021-07-19T22:02:22.306089+02:00",,,140203,"Av Drassanes",14,,1,"el Raval",1,"Ciutat Vella",8001,"BARCELONA","True",,159282,20003,"Telèfons","Centraleta",933249330,"True",,56733069,"Idiomes","Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes",651,65103003002001,"430879.7430550427","4580921.493294309","41.376845947273495","2.173410985764786",,,
